"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24"
"1";0,272683876212583;0,202195371324733;0,219165202221948;0,20639912165513;0,267778362827192;0,254837340920112;0,334786610737381;0,283473312839235;0,266249767169313;0,55693310599916;0,663911122400647;0,982310229573622;0,885926121347653;0,987145534190461;0,982465593766072;1,0389146898562;1,59410188406819;1,71677546311222;1,5516237298567;1,21902704427401;0,867879968558254;0,5118713993543;0,315186698302066;0,244380730259665
"2";0,418153693335154;0,446296729551066;0,369806786241553;0,271506448372815;0,217507146207567;0,218187870473035;0,249738307151558;0,247155576946629;0,216636270120967;0,261090267784346;0,327711269845379;0,436660832052475;0,560600132085766;0,705898077927003;0,664813975401197;0,743386902750352;0,671308922433829;0,63409589947605;0,575440771554379;0,571861468712496;0,567782907447646;0,525725031411424;0,472476198572388;0,515489274225601
"3";0,0844453889218868;0,0768883833369281;0,0710590403227827;0,0714486558843822;0,11347477818805;0,895917076340225;0,478221410845346;0,329019936622408;0,159994080305863;0,0543825409036147;0,0823378757352961;0,0976392285558955;0,0803274044750755;0,0814532945637648;0,172568285992247;0,0841780655900901;0,121043418981051;0,1918090448487;0,135340972322675;0,125865369115138;0,101969489745166;0,0732063616648578;0,0897495970658416;0,0853913239763127
"4";0,39984523054481;0,290299285882313;0,20856477055942;0,17798544365916;0,177365038416439;0,134690406690832;0,111165109215117;0,0966068070248805;0,122503217844797;0,186163486768907;0,261332208771004;0,259928156191013;0,372129076548105;0,496917593744682;0,576701485010589;0,600319334072525;0,497423865522131;0,586848609567159;0,560268578302815;0,595636507586843;0,630139605598491;1,10753779968615;1,20228570672046;0,588027432990063
"5";0,318593668659293;0,301940132268473;0,293673732983153;0,297649236080871;0,29358278998401;0,290900040952296;0,291366885223508;0,321688125660056;0,340715295294443;0,335818893710465;0,358792405766281;0,417925621757588;0,37570301204532;0,384378337783541;0,40879977325898;0,406024102035772;0,432503190565312;0,420869201068521;0,475676477971224;0,426333991549618;0,393915598703452;0,399315408578601;0,390038340951777;0,353023017019858
"6";0,664999977879316;0,581970208619205;0,47698784963663;0,306186148438919;0,319250446146252;0,265761872468803;0,350751929053147;0,341052159282974;0,392952790019321;0,309507043594252;0,42617495931279;0,573602238910404;0,639928963638925;0,644836100964003;0,711036858959194;0,990231108200905;1,05886612627493;1,40243085489434;1,56063314976703;1,48370114001641;1,54810138332646;1,29309498043705;1,03815498344146;0,906816388871539
"7";0,377660033734489;0,391247613723777;0,356164234019198;0,354199611640869;0,332634702556437;0,273079372785464;0,217457680888954;0,197329610296528;0,18141921401879;0,192972370268538;0,21100247302289;0,293316056805254;0,341567413929783;0,333034463464656;0,361238146621639;0,346629582559595;0,386086376783104;0,38676328399799;0,402691308959272;0,364999042208966;0,388763264965097;0,379279319340197;0,377306131981143;0,356975918443556
"8";0,110316292556245;0,0883735637464298;0,104301184183109;0,108900780248483;0,119740224039003;0,159379123260255;0,132980060845979;0,159315873916073;0,139682016769002;0,126370810846087;0,2815374383024;0,217692754367134;0,174603790906693;0,171532546810869;0,140433105645717;0,156835016865656;0,193783580458599;0,210714117281156;0,216178124383725;0,205163335000126;0,190365503500707;0,164257221909224;0,132780512201394;0,0932812466043389
"9";0,150321136951334;0,182681753316253;0,243713171886084;0,286831482363657;0,235648183017448;0,157303390053013;0,147848727714643;0,190683357243793;0,263598580108044;0,376653210311705;0,549508631389195;0,707524527662642;0,690425129141237;0,656809362959326;0,543927572458568;0,598181423360629;0,675550351109765;0,764519263340373;0,625941088657747;0,492022682012319;0,238731502135669;0,148760405612663;0,145201099289456;0,124378859682868
"10";0,530518578716384;0,580073268548167;0,5588391116775;0,560088037002399;0,576127730073482;0,568916916178792;0,571524506779281;0,546423854343379;0,569384557800777;0,635176445874576;0,877420813195291;0,81049849369571;0,593908424678835;0,847688630806145;1,10980942555971;1,0514181135007;0,665453851165226;0,678684772703571;0,606834508869226;0,45051833077305;0,428268391906484;0,305302753079069;0,230276889133623;0,378860079163416
"11";1,27643728808437;1,00578896217171;0,848125716265226;0,882856587293482;0,720616494269069;0,740289644843074;0,805879193648293;0,696551647155876;0,612172074882264;0,74902818641876;0,785202555626475;0,758149398308199;1,17488529867419;1,66639093924302;1,66018009000322;1,54763934485215;1,45941272545063;1,41717483690194;1,49156899659315;1,49060207888315;1,41664996927193;1,32307471649587;1,36870297978894;1,28072319188183
"12";0,783300214540725;0,73549292788489;0,708487098983897;0,649525139755371;0,572384413214963;0,749091193782915;0,715613017131278;0,765321726681009;0,781595031025039;0,728159106648536;0,842168164604941;0,965548439810188;1,03779617503352;0,906335935795473;1,56325823506279;1,40511164551618;1,21418736156638;1,21554482548928;1,16963128258911;0,853304673385049;0,825127531815965;0,937797469862338;1,0042779111777;0,713160784722704
